Geneid,log2FoldChange,pvalue,-log10(pvalue),comparison,Regulation,JGI_annotation,KEGG_annotation
jgi|Sacce1|1206|YDR180W,-2.7263601168167684,9.144553804301105e-05,4.0388374804617495,GNHR / EBY,Downregulated,,K06672 cohesin loading factor subunit SCC2 | (RefSeq) SCC2; cohesin-loading factor complex subunit SCC2
jgi|Sacce1|5930|YOR272W,-2.7285962167815203,3.452560633482369e-06,5.461858685651407,GNHR / EBY,Downregulated,,"K14863 ribosome biogenesis protein | (RefSeq) YTM1, CST14; Ytm1p"
jgi|Sacce1|3086|YHR123W,-2.729390910835505,2.0425612721713677e-06,5.689824906757949,GNHR / EBY,Downregulated,Ethanolaminephosphotransferase,K00993 ethanolaminephosphotransferase [EC:2.7.8.1] | (RefSeq) EPT1; bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase
jgi|Sacce1|411|YBR154C,-2.739827441442493,4.242706830993795e-07,6.372356976736918,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03013 DNA-directed RNA polymerases I, II, and III subunit RPABC1 | (RefSeq) RPB5; DNA-directed RNA polymerase core subunit RPB5"
jgi|Sacce1|1643|YIL127C,-2.7464272721865903,9.417979021841477e-05,4.026042281265204,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) RRT14; Rrt14p
jgi|Sacce1|1045|YDR025W,-2.748057327001457,7.43209936520255e-06,5.128888492573258,GNHR / EBY,Downregulated,,K02949 small subunit ribosomal protein S11e | (RefSeq) RPS11A; ribosomal 40S subunit protein S11A
jgi|Sacce1|2237|YFR005C,-2.749242472995388,9.473848076000848e-05,4.0234735839614,GNHR / EBY,Downregulated,Ubiquitin thiolesterase,K12847 U4/U6.U5 tri-snRNP-associated protein 2 | (RefSeq) SAD1; mRNA splicing protein SAD1
jgi|Sacce1|5407|YNR021W,-2.757492618162016,9.716352047503665e-07,6.012496758016933,GNHR / EBY,Downregulated,,K24962 PAT complex subunit CCDC47 | (RefSeq) uncharacterized protein
jgi|Sacce1|1860|YEL055C,-2.767714956670686,4.407831368462859e-06,5.355775028754033,GNHR / EBY,Downregulated,DNA-directed DNA polymerase,K02331 DNA polymerase phi [EC:2.7.7.7] | (RefSeq) POL5; DNA-directed DNA polymerase
jgi|Sacce1|3922|YKR081C,-2.774371387705011,1.1344916739088896e-05,4.945198687076263,GNHR / EBY,Downregulated,,K14847 ribosome production factor 2 | (RefSeq) RPF2; rRNA-binding ribosome biosynthesis protein RPF2
jgi|Sacce1|5060|YNL313C,-2.7808646146144484,5.695258120906119e-07,6.244486588012477,GNHR / EBY,Downregulated,,K24935 tetratricopeptide repeat protein 27 | (RefSeq) EMW1; tetratricopeptide repeat-containing protein EMW1
jgi|Sacce1|4474|YLR420W,-2.781058127048743,1.968327688307224e-07,6.705902598294535,GNHR / EBY,Downregulated,Dihydroorotase,K01465 dihydroorotase [EC:3.5.2.3] | (RefSeq) URA4; dihydroorotase
jgi|Sacce1|4811|YMR131C,-2.7852899695064726,7.695427407127919e-06,5.113767254272741,GNHR / EBY,Downregulated,Transferring groups other than amino-acyl groups,K14848 ribosome assembly protein RRB1 | (RefSeq) RRB1; ribosome biosynthesis protein RRB1
jgi|Sacce1|3865|YKR026C,-2.785419956710209,1.2534527099920352e-08,7.901892046370245,GNHR / EBY,Downregulated,,"K03239 translation initiation factor eIF-2B subunit alpha | (RefSeq) GCN3, AAS2; translation initiation factor eIF2B subunit alpha"
jgi|Sacce1|4387|YLR341W,-2.791185182071862,7.035732226816478e-05,4.15269069772921,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) SPO77; Spo77p
jgi|Sacce1|4497|YLR441C,-2.794849254564649,2.9495536622845438e-05,4.530243698148143,GNHR / EBY,Downregulated,,"K02984 small subunit ribosomal protein S3Ae | (RefSeq) RPS1A, RP10A; ribosomal 40S subunit protein S1A"
jgi|Sacce1|2956|YHR013C,-2.7963467523623207,7.813309744494578e-05,4.107164958532053,GNHR / EBY,Downregulated,Ribosomal-protein-alanine N-acetyltransferase,"K20791 N-alpha-acetyltransferase 10/11 [EC:2.3.1.255] | (RefSeq) ARD1, NAA10; peptide alpha-N-acetyltransferase complex A subunit ARD1"
jgi|Sacce1|515|YBR247C,-2.805704052817612,7.911337877156499e-05,4.101750067256447,GNHR / EBY,Downregulated,,"K14797 essential nuclear protein 1 | (RefSeq) ENP1, MEG1; snoRNA-binding rRNA-processing protein ENP1"
jgi|Sacce1|2795|YGR214W,-2.8117881796877002,3.743218735279545e-07,6.426754794112051,GNHR / EBY,Downregulated,,"K02998 small subunit ribosomal protein SAe | (RefSeq) RPS0A, NAB1, NAB1A, YST1; ribosomal 40S subunit protein S0A"
jgi|Sacce1|5269|YNL110C,-2.8123922966950077,3.2832598362390077e-06,5.483694745970202,GNHR / EBY,Downregulated,,K14838 nucleolar protein 15 | (RefSeq) NOP15; rRNA-binding ribosome biosynthesis protein NOP15
jgi|Sacce1|4287|YLR249W,-2.817205064148635,7.741270537105406e-06,5.111187754824811,GNHR / EBY,Downregulated,,"K03235 elongation factor 3 | (RefSeq) YEF3, TEF3; translation elongation factor EF-3"
jgi|Sacce1|5864|YOR206W,-2.8320429998127215,1.2683862054474753e-06,5.896748489863665,GNHR / EBY,Downregulated,DNA ligase (ATP),K14833 nucleolar complex protein 2 | (RefSeq) NOC2; mRNA-binding ribosome synthesis protein NOC2
jgi|Sacce1|3141|YHR172W,-2.8340594377494948,5.999339037664224e-05,4.221896594300895,GNHR / EBY,Downregulated,Metalloendopeptidases,K16569 gamma-tubulin complex component 2 | (RefSeq) SPC97; Spc97p
jgi|Sacce1|2672|YGR098C,-2.841185798093265,5.9510309686933396e-05,4.225407789695274,GNHR / EBY,Downregulated,,K02365 separase [EC:3.4.22.49] | (RefSeq) ESP1; separase
jgi|Sacce1|142|YBL092W,-2.852743896498813,1.2321891989997062e-05,4.909322602420864,GNHR / EBY,Downregulated,,K02912 large subunit ribosomal protein L32e | (RefSeq) RPL32; ribosomal 60S subunit protein L32
jgi|Sacce1|439|YBR181C,-2.8542191543140083,2.873011219443521e-06,5.541662678034194,GNHR / EBY,Downregulated,,"K02991 small subunit ribosomal protein S6e | (RefSeq) RPS6B, LPG18, RPS101, RPS102; ribosomal 40S subunit protein S6B"
jgi|Sacce1|1975|YER043C,-2.8650873107315373,2.817321236989509e-06,5.5501636310057325,GNHR / EBY,Downregulated,Adenosylhomocysteinase,K01251 adenosylhomocysteinase [EC:3.13.2.1] | (RefSeq) SAH1; adenosylhomocysteinase
jgi|Sacce1|4608|YML060W,-2.8699326314791063,1.7281349160774776e-05,4.7624223550164375,GNHR / EBY,Downregulated,,K03660 N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18] | (RefSeq) OGG1; 8-oxoguanine glycosylase OGG1
jgi|Sacce1|4456|YLR404W,-2.8814528938345823,8.167335526348851e-06,5.087919602578675,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) SEI1, FLD1; seipin"
jgi|Sacce1|1944|YER016W,-2.8839484943588762,4.4934154061042865e-08,7.347423430007153,GNHR / EBY,Downregulated,,"K10436 microtubule-associated protein, RP/EB family | (RefSeq) BIM1, YEB1; microtubule-binding protein BIM1"
jgi|Sacce1|3388|YJL050W,-2.884226641951247,3.6399209951824586e-06,5.438908042650028,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,"K12598 ATP-dependent RNA helicase DOB1 [EC:5.6.2.6] | (RefSeq) MTR4, DOB1; ATP-dependent RNA helicase MTR4"
jgi|Sacce1|274|YBR031W,-2.885064433877628,2.8188501464633932e-05,4.549928011142904,GNHR / EBY,Downregulated,,K02930 large subunit ribosomal protein L4e | (RefSeq) RPL4A; ribosomal 60S subunit protein L4A
jgi|Sacce1|5278|YNL102W,-2.89382864213834,5.1104445023550424e-05,4.29154132363744,GNHR / EBY,Downregulated,DNA-directed DNA polymerase,"K02320 DNA polymerase alpha subunit A [EC:2.7.7.7] | (RefSeq) POL1, CDC17, CRT5, HPR3; DNA-directed DNA polymerase alpha catalytic subunit POL1"
jgi|Sacce1|1704|YIL069C,-2.8966458046311443,1.9732064859609874e-06,5.704827465674706,GNHR / EBY,Downregulated,,"K02974 small subunit ribosomal protein S24e | (RefSeq) RPS24B, RPS24EB; ribosomal 40S subunit protein S24B"
jgi|Sacce1|5973|YOR312C,-2.8988112620457294,7.934231773571092e-05,4.100495117132254,GNHR / EBY,Downregulated,,"K02882 large subunit ribosomal protein L18Ae | (RefSeq) RPL20B, RPL18A1; ribosomal 60S subunit protein L20B"
jgi|Sacce1|5441|YNR053C,-2.905207690232014,5.336735791627837e-06,5.27272429749216,GNHR / EBY,Downregulated,,"K14537 nuclear GTP-binding protein | (RefSeq) NOG2, NUG2; putative GTPase NOG2"
jgi|Sacce1|4651|YML018C,-2.9112482042511605,4.1111642853496345e-06,5.38603516812473,GNHR / EBY,Downregulated,,"K15289 solute carrier family 35, member F5 | (RefSeq) uncharacterized protein"
jgi|Sacce1|1819|YIR030C,-2.9170478561672395,3.723836408858103e-05,4.429009406179084,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) DCG1; Dcg1p
jgi|Sacce1|5638|YOL007C,-2.9188190685679176,3.2013374391222007e-06,5.494668546341658,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) CSI2; Csi2p
jgi|Sacce1|373|YBR121C,-2.9198257012979973,1.927923670042479e-07,6.714910164590644,GNHR / EBY,Downregulated,Glycine--tRNA ligase,K01880 glycyl-tRNA synthetase [EC:6.1.1.14] | (RefSeq) GRS1; glycine--tRNA ligase
jgi|Sacce1|5307|YNL075W,-2.9290959824974903,3.6732994137001277e-06,5.434943670506312,GNHR / EBY,Downregulated,,K14561 U3 small nucleolar ribonucleoprotein protein IMP4 | (RefSeq) IMP4; snoRNA-binding rRNA-processing protein IMP4
jgi|Sacce1|6006|YOR341W,-2.9436539512008593,6.016265489713141e-06,5.220673007161536,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K02999 DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6] | (RefSeq) RPA190, RRN1; DNA-directed RNA polymerase I core subunit RPA190"
jgi|Sacce1|6093|YPL255W,-2.9472039771939653,3.787670788741901e-05,4.421627775404251,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) BBP1; Bbp1p
jgi|Sacce1|6057|YOR390W,-2.9486723537046178,4.860208094028292e-07,6.313345135644403,GNHR / EBY,Downregulated,,K06199 fluoride exporter | (RefSeq) FEX1; fluoride transporter
jgi|Sacce1|6472|YPR110C,-2.9559382685966553,7.4610437446450195e-06,5.127200413702634,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03027 DNA-directed RNA polymerases I and III subunit RPAC1 | (RefSeq) RPC40, RPC5; DNA-directed RNA polymerase core subunit RPC40"
jgi|Sacce1|3091|YHR128W,-2.9581623060839166,5.146962183114615e-06,5.288449022681437,GNHR / EBY,Downregulated,Uracil phosphoribosyltransferase,K00761 uracil phosphoribosyltransferase [EC:2.4.2.9] | (RefSeq) FUR1; uracil phosphoribosyltransferase
jgi|Sacce1|3116|YHR148W,-2.960762964415933,4.1447562980161455e-06,5.382500999863595,GNHR / EBY,Downregulated,,K14560 U3 small nucleolar ribonucleoprotein protein IMP3 | (RefSeq) IMP3; snoRNA-binding rRNA-processing protein IMP3
jgi|Sacce1|6124|YPL226W,-2.972557388023529,9.93305716364903e-06,5.002917065204207,GNHR / EBY,Downregulated,,K03235 elongation factor 3 | (RefSeq) NEW1; New1p
jgi|Sacce1|4921|YMR229C,-2.979297510490595,9.63352903520749e-05,4.016214589328436,GNHR / EBY,Downregulated,Polyribonucleotide nucleotidyltransferase,K14792 rRNA biogenesis protein RRP5 | (RefSeq) RRP5; Rrp5p
jgi|Sacce1|3301|YJL133W,-2.9867580706417542,1.3823254637689256e-08,7.85938969178255,GNHR / EBY,Downregulated,,"K15113 solute carrier family 25 (mitochondrial iron transporter), member 28/37 | (RefSeq) MRS3; Fe(2+) transporter"
jgi|Sacce1|6368|YPR010C,-2.9995247672114975,6.206597588427413e-06,5.207146411661623,GNHR / EBY,Downregulated,DNA-directed RNA polymerase,"K03002 DNA-directed RNA polymerase I subunit RPA2 [EC:2.7.7.6] | (RefSeq) RPA135, RPA2, RRN2, SRP3; DNA-directed RNA polymerase I core subunit RPA135"
jgi|Sacce1|2329|YGL234W,-3.003635759871329,7.488827061861764e-05,4.125586198382165,GNHR / EBY,Downregulated,,K11788 phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1] | (RefSeq) ADE57; bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase
jgi|Sacce1|4233|YLR196W,-3.010212939175787,1.4856044385453674e-05,4.828096811723256,GNHR / EBY,Downregulated,,K14791 periodic tryptophan protein 1 | (RefSeq) PWP1; rRNA-processing protein PWP1
jgi|Sacce1|4123|YLR103C,-3.0243477384649746,3.89819956037016e-06,5.409135931829702,GNHR / EBY,Downregulated,,"K06628 cell division control protein 45 | (RefSeq) CDC45, SLD4; DNA replication initiation factor CDC45"
jgi|Sacce1|5322|YNL062C,-3.0286364854935033,5.075224827491506e-06,5.294544714168207,GNHR / EBY,Downregulated,,"K03256 tRNA (adenine58-N1)-methyltransferase non-catalytic subunit | (RefSeq) GCD10, TRM6; tRNA 1-methyladenosine methyltransferase subunit GCD10"
jgi|Sacce1|2339|YGL225W,-3.049969421006534,3.541390994532971e-05,4.450826121422107,GNHR / EBY,Downregulated,,"K15356 GDP-mannose transporter | (RefSeq) VRG4, GOG5, LDB3, VAN2, VIG4; GDP-mannose transporter"
jgi|Sacce1|2677|YGR103W,-3.0564624778085623,4.601720033046764e-06,5.337079807180091,GNHR / EBY,Downregulated,,"K14843 pescadillo | (RefSeq) NOP7, YPH1; mRNA-binding ribosome synthesis protein NOP7"
jgi|Sacce1|6264|YPL093W,-3.06472604371079,1.156762221506899e-05,4.936755903364726,GNHR / EBY,Downregulated,,K06943 nucleolar GTP-binding protein | (RefSeq) NOG1; putative GTPase NOG1
jgi|Sacce1|1537|YDR496C,-3.0654468360040896,2.823654321657801e-05,4.549188471708603,GNHR / EBY,Downregulated,,K14844 pumilio homology domain family member 6 | (RefSeq) PUF6; Puf6p
jgi|Sacce1|3122|YHR154W,-3.0670150789779207,3.0115255103242494e-05,4.52121345361373,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) RTT107, ESC4; Rtt107p"
jgi|Sacce1|3427|YJL010C,-3.0763906925580193,2.17694120464369e-07,6.662153300331265,GNHR / EBY,Downregulated,,K14790 nucleolar protein 9 | (RefSeq) NOP9; RNA-binding RNA processing protein NOP9
jgi|Sacce1|4935|YMR242C,-3.0849695493011744,1.6575341912788724e-05,4.780537504292365,GNHR / EBY,Downregulated,,"K02882 large subunit ribosomal protein L18Ae | (RefSeq) RPL20A, RPL18A2; ribosomal 60S subunit protein L20A"
jgi|Sacce1|2585|YGR014W,-3.118690874095552,6.890510243060541e-05,4.1617486173462455,GNHR / EBY,Downregulated,"Glucan 1,4-alpha-glucosidase",K19849 signaling mucin MSB2 | (RefSeq) MSB2; Msb2p
jgi|Sacce1|5732|YOR079C,-3.1213040763477244,8.662967152695458e-05,4.06233333230885,GNHR / EBY,Downregulated,,"K14715 solute carrier family 39 (zinc transporter), member 9 | (RefSeq) ATX2, YOR29-30; Mn(2+) transporter ATX2"
jgi|Sacce1|3580|YJR143C,-3.1316624445510652,4.030847938163115e-06,5.394603585092374,GNHR / EBY,Downregulated,Dolichyl-phosphate-mannose--protein mannosyltransferase,K00728 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109] | (RefSeq) PMT4; dolichyl-phosphate-mannose-protein mannosyltransferase
jgi|Sacce1|4907|YMR215W,-3.143459180804848,2.3254313232152794e-06,5.633496481948662,GNHR / EBY,Downregulated,Licheninase,"K22834 1,3-beta-glucanosyltransferase GAS3 [EC:2.4.1.-] | (RefSeq) GAS3; putative 1,3-beta-glucanosyltransferase"
jgi|Sacce1|609|YCL036W,-3.145340340787465,2.5129546269654302e-06,5.599815352806722,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) GFD2, YCD6; Gfd2p"
jgi|Sacce1|6131|YPL220W,-3.146372640748628,3.040337188671067e-06,5.517078248279903,GNHR / EBY,Downregulated,,"K02865 large subunit ribosomal protein L10Ae | (RefSeq) RPL1A, PUB2, SSM1; ribosomal 60S subunit protein L1A"
jgi|Sacce1|863|YDL148C,-3.146535695721402,5.0032128969894434e-05,4.300751016600796,GNHR / EBY,Downregulated,DNA ligase (ATP),"K14766 nucleolar protein 14 | (RefSeq) NOP14, UTP2; snoRNA-binding rRNA-processing protein NOP14"
jgi|Sacce1|2395|YGL171W,-3.1512500117776208,2.717021761207179e-05,4.565906883210983,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,K14779 ATP-dependent RNA helicase DDX52/ROK1 [EC:5.6.2.7] | (RefSeq) ROK1; RNA-dependent ATPase ROK1
jgi|Sacce1|3702|YKL127W,-3.153286677878091,5.660429088995028e-07,6.247150645857764,GNHR / EBY,Downregulated,Phosphoglucomutase,K01835 phosphoglucomutase [EC:5.4.2.2] | (RefSeq) PGM1; phosphoglucomutase PGM1
jgi|Sacce1|3935|YKR094C,-3.1843860239369004,7.227453261666753e-05,4.141014708134074,GNHR / EBY,Downregulated,,"K02927 ubiquitin-large subunit ribosomal protein L40e | (RefSeq) RPL40B, CEP52B, UB12, UBI2; ubiquitin-ribosomal 60S subunit protein L40B fusion protein"
jgi|Sacce1|5584|YOL056W,-3.1943838014305603,1.8025415403645345e-05,4.744114717985392,GNHR / EBY,Downregulated,Phosphoglycerate mutase,"K01834 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11] | (RefSeq) GPM3; phosphoglycerate mutase family protein GPM3"
jgi|Sacce1|5701|YOR051C,-3.2059574031007583,6.798805767334377e-06,5.167567365853366,GNHR / EBY,Downregulated,,"no KO assigned | (RefSeq) ETT1, NRO1, YOR29-02; Ett1p"
jgi|Sacce1|2267|YFR031C-A,-3.2209799829754764,3.31221228036733e-07,6.47988183697237,GNHR / EBY,Downregulated,,"K02938 large subunit ribosomal protein L8e | (RefSeq) RPL2A, RPL5B; ribosomal 60S subunit protein L2A"
jgi|Sacce1|82|YAL003W,-3.240508453589833,1.7779986382639008e-06,5.750068575983747,GNHR / EBY,Downregulated,,"K03232 elongation factor 1-beta | (RefSeq) EFB1, TEF5; translation elongation factor 1 subunit beta"
jgi|Sacce1|5072|YNL301C,-3.242754110781856,5.3156279175764785e-05,4.274445426337057,GNHR / EBY,Downregulated,,"K02883 large subunit ribosomal protein L18e | (RefSeq) RPL18B, RP28B; ribosomal 60S subunit protein L18B"
jgi|Sacce1|4079|YLR060W,-3.2427635360002185,5.310974140838677e-07,6.274825813157856,GNHR / EBY,Downregulated,Phenylalanine--tRNA ligase,K01890 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20] | (RefSeq) FRS1; phenylalanine--tRNA ligase subunit beta
jgi|Sacce1|1489|YDR449C,-3.2670679497631014,5.719955978921417e-05,4.242607313547025,GNHR / EBY,Downregulated,,K14557 U3 small nucleolar RNA-associated protein 6 | (RefSeq) UTP6; snoRNA-binding rRNA-processing protein UTP6
jgi|Sacce1|1189|YDR165W,-3.26848300070286,3.595243411359742e-06,5.444271700932911,GNHR / EBY,Downregulated,,K15443 tRNA (guanine-N(7)-)-methyltransferase subunit TRM82 | (RefSeq) TRM82; Trm82p
jgi|Sacce1|4102|YLR083C,-3.271836128495937,3.248529026324189e-05,4.48831324836418,GNHR / EBY,Downregulated,,"K17086 transmembrane 9 superfamily member 2/4 | (RefSeq) EMP70, TMN1; Emp70p"
jgi|Sacce1|3504|YJR070C,-3.278232751502116,1.0869366840169549e-06,5.963795753598098,GNHR / EBY,Downregulated,,"K06072 deoxyhypusine monooxygenase [EC:1.14.99.29] | (RefSeq) LIA1, MMD1; deoxyhypusine monooxygenase"
jgi|Sacce1|5516|YOL120C,-3.285625696243158,9.958892742197432e-05,4.001788944978438,GNHR / EBY,Downregulated,,"K02883 large subunit ribosomal protein L18e | (RefSeq) RPL18A, RP28A; ribosomal 60S subunit protein L18A"
jgi|Sacce1|2767|YGR187C,-3.2923788171754644,5.1136282762522706e-05,4.291270845226375,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) HGH1; Hgh1p
jgi|Sacce1|4212|YLR175W,-3.2934437798810525,1.7867365104668968e-05,4.74793948805814,GNHR / EBY,Downregulated,Pseudouridylate synthase,K11131 H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-] | (RefSeq) CBF5; pseudouridine synthase CBF5
jgi|Sacce1|6402|YPR041W,-3.309357298889395,3.9778527882106345e-05,4.40035129322033,GNHR / EBY,Downregulated,,"K03262 translation initiation factor 5 | (RefSeq) TIF5, SUI5; translation initiation factor eIF5"
jgi|Sacce1|961|YDL055C,-3.316483571517505,2.0114231916530496e-05,4.696496546775609,GNHR / EBY,Downregulated,Mannose-1-phosphate guanylyltransferase,"K00966 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13] | (RefSeq) PSA1, MPG1, SRB1, VIG9; mannose-1-phosphate guanylyltransferase"
jgi|Sacce1|5648|YOR004W,-3.32462914683909,4.834629303853477e-07,6.315636819918676,GNHR / EBY,Downregulated,,K14773 U3 small nucleolar RNA-associated protein 23 | (RefSeq) UTP23; rRNA-binding ribosome biosynthesis protein UTP23
jgi|Sacce1|419|YBR162C,-3.3293465698073765,4.524037984968251e-07,6.344473757284856,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) TOS1; Tos1p
jgi|Sacce1|4486|YLR432W,-3.3336312961606622,1.5174920990913954e-06,5.818873561425648,GNHR / EBY,Downregulated,IMP dehydrogenase,K00088 IMP dehydrogenase [EC:1.1.1.205] | (RefSeq) IMD3; IMP dehydrogenase IMD3
jgi|Sacce1|6267|YPL090C,-3.346074152391577,1.5140108241930124e-07,6.819871019901671,GNHR / EBY,Downregulated,,K02991 small subunit ribosomal protein S6e | (RefSeq) RPS6A; ribosomal 40S subunit protein S6A
jgi|Sacce1|3701|YKL128C,-3.361856454620042,8.431714555260581e-07,6.074084104357995,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) PMU1; putative phosphomutase
jgi|Sacce1|3558|YJR123W,-3.364927493928812,2.0244630707487216e-06,5.693690141007857,GNHR / EBY,Downregulated,,K02989 small subunit ribosomal protein S5e | (RefSeq) RPS5; ribosomal 40S subunit protein S5
jgi|Sacce1|4067|YLR048W,-3.3700534268416296,4.580598706610989e-05,4.339077753877336,GNHR / EBY,Downregulated,,"K02998 small subunit ribosomal protein SAe | (RefSeq) RPS0B, NAB1B, YST2; ribosomal 40S subunit protein S0B"
jgi|Sacce1|6224|YPL131W,-3.3968692060888457,5.63842725312749e-07,6.248842018452838,GNHR / EBY,Downregulated,,"K02932 large subunit ribosomal protein L5e | (RefSeq) RPL5, LPI14, RPL1; ribosomal 60S subunit protein L5"
jgi|Sacce1|4259|YLR222C,-3.4003344587784046,6.9869580949289216e-06,5.1557118614681,GNHR / EBY,Downregulated,,K14555 U3 small nucleolar RNA-associated protein 13 | (RefSeq) UTP13; Utp13p
jgi|Sacce1|3254|YJL177W,-3.4045340519323295,6.139101196766776e-05,4.211895207663005,GNHR / EBY,Downregulated,,K02880 large subunit ribosomal protein L17e | (RefSeq) RPL17B; ribosomal 60S subunit protein L17B
jgi|Sacce1|1861|YEL054C,-3.4130314643853343,9.808368419647429e-05,4.008403229651224,GNHR / EBY,Downregulated,,K02870 large subunit ribosomal protein L12e | (RefSeq) RPL12A; ribosomal 60S subunit protein L12A
jgi|Sacce1|5905|YOR247W,-3.4355569956586844,1.9501583709654875e-07,6.709930118461299,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) SRL1; Srl1p
jgi|Sacce1|433|YBR175W,-3.4422135513945253,9.067203054008437e-05,4.042526658423817,GNHR / EBY,Downregulated,Lanosterol synthase,"K14963 COMPASS component SWD3 | (RefSeq) SWD3, CPS30, SAF35; Swd3p"
jgi|Sacce1|5361|YNL024C,-3.466130672846242,6.427564584278094e-05,4.191953550864849,GNHR / EBY,Downregulated,,K21804 protein N-lysine methyltransferase METTL21A [EC:2.1.1.-] | (RefSeq) EFM6; putative protein-lysine N-methyltransferase
jgi|Sacce1|3582|YJR145C,-3.4707567207546526,4.72428281132225e-05,4.325664111964473,GNHR / EBY,Downregulated,,K02987 small subunit ribosomal protein S4e | (RefSeq) RPS4A; ribosomal 40S subunit protein S4A
jgi|Sacce1|331|YBR084W,-3.5420901269408147,3.617684083455427e-05,4.441569360859966,GNHR / EBY,Downregulated,,K00288 methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3] | (RefSeq) MIS1; trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1
jgi|Sacce1|3933|YKR092C,-3.548201766204746,1.9337774610040512e-07,6.713593505960787,GNHR / EBY,Downregulated,Exo-alpha-sialidase,no KO assigned | (RefSeq) SRP40; Srp40p
jgi|Sacce1|4418|YLR367W,-3.582696592770069,3.4549617323238316e-08,7.461556758574193,GNHR / EBY,Downregulated,,K02957 small subunit ribosomal protein S15Ae | (RefSeq) RPS22B; ribosomal 40S subunit protein S22B
jgi|Sacce1|1082|YDR060W,-3.6004042895789254,3.241979158511739e-05,4.489189781397572,GNHR / EBY,Downregulated,Exo-alpha-sialidase,"K14832 ribosome biogenesis protein MAK21 | (RefSeq) MAK21, NOC1; RNA-binding ribosome biosynthesis protein MAK21"
jgi|Sacce1|3314|YJL122W,-3.6039177722361018,3.050822272889656e-06,5.5155830916534025,GNHR / EBY,Downregulated,,K14814 ribosome biogenesis protein ALB1 | (RefSeq) ALB1; Alb1p
jgi|Sacce1|2447|YGL120C,-3.609198344412266,8.489215973349729e-05,4.0711324174322385,GNHR / EBY,Downregulated,Adenosinetriphosphatase,K12820 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:5.6.2.6] | (RefSeq) PRP43; DEAH-box ATP-dependent RNA helicase PRP43
jgi|Sacce1|934|YDL082W,-3.6120468178454326,3.1434853694018073e-06,5.502588556628522,GNHR / EBY,Downregulated,,K02873 large subunit ribosomal protein L13e | (RefSeq) RPL13A; ribosomal 60S subunit protein L13A
jgi|Sacce1|4489|YLR435W,-3.6147796680583397,4.885709935659666e-05,4.3110723206376225,GNHR / EBY,Downregulated,,K14800 pre-rRNA-processing protein TSR2 | (RefSeq) TSR2; Tsr2p
jgi|Sacce1|4220|YLR183C,-3.617043058621037,8.702934809116316e-07,6.060334269625679,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) TOS4; Tos4p
jgi|Sacce1|4987|YMR290C,-3.618365703762257,6.017223028295122e-06,5.220603891090561,GNHR / EBY,Downregulated,In phosphorous-containing anhydrides,K13179 ATP-dependent RNA helicase DDX18/HAS1 [EC:5.6.2.7] | (RefSeq) HAS1; ATP-dependent RNA helicase HAS1
jgi|Sacce1|5199|YNL175C,-3.622144222529557,6.505437693372387e-07,6.186723478284319,GNHR / EBY,Downregulated,,no KO assigned | (RefSeq) NOP13; Nop13p
jgi|Sacce1|1693|YIL079C,-3.631034737624634,1.7719924924270543e-05,4.751538122462743,GNHR / EBY,Downregulated,,K12597 protein AIR1/2 | (RefSeq) AIR1; TRAMP complex RNA-binding subunit
